taxon	fad	lad
t1	16.3284935748068	16.3284935748068
t2	10.5097017503509	5.09369610504405
t4	8.68952148216533	0.0821401005596449
t5	2.97220427074125	2.97220427074125
t6	7.36859013987334	0.257683318831717
t8	1.13393037943164	1.13393037943164
t11	10.578317269058	0.448567843300452
t12	10.3972617295468	9.93101231668978
t15	4.37671297311054	4.37671297311054
t16	5.55023475672983	5.55023475672983
t17	1.78035725293307	1.78035725293307
t18	4.5453996093279	4.5453996093279
t19	5.26808901428337	0.841957672817017
t20	5.23492970244527	1.20263545421994
t22	3.77540984242101	2.29677068275898
t23	0.0486818566440519	0.0486818566440519
t27	7.65055410546151	6.95857659979796
t28	5.97138566919273	3.51424816926208
t29	6.22092595928858	2.9960200037563
t30	5.36440404141438	5.36440404141438
t31	4.51678029187537	1.22229289466277
t32	4.68457934827223	0.509644665690054
t35	2.9225318514889	1.79798621769602
t37	2.8639251636161	0.368596659386586
t39	1.68488372824066	1.68488372824066
t41	0.532484167844959	0.532484167844959
t44	0.120620366158608	0.120620366158608
t45	2.2694938712586	2.2694938712586
t46	2.12878672660338	2.12878672660338
t49	1.11328148178945	0.795235157571888
t52	6.55294443409825	6.55294443409825
t53	6.73204759144793	1.66906359538839
t55	3.95878572563844	2.89344256540053
t57	3.11799963442433	2.88486617178282
t58	1.13674944584711	1.13674944584711
t66	0.775754553011105	0.747940051735487
t69	6.29041400586288	6.29041400586288
t70	7.01613750392723	1.55150822151327
t74	2.34606748457468	2.34606748457468
t81	6.09001053403048	6.09001053403048
t82	3.15801678244017	0.333036646262659
t83	1.50395057474426	1.50395057474426
t84	1.31821547125995	1.31821547125995
t86	1.22571405764144	1.22571405764144
t91	0.632865583139768	0.632865583139768
t93	1.86699046442758	0.182375027796638
t94	2.00926348722081	2.00926348722081
t96	2.38538775552851	2.38538775552851
t101	1.79393980833018	0.804082416255014
t102	2.63718968837998	2.63718968837998
t108	0.777796445070543	0.777796445070543
