taxon	fad_max	fad_min	lad_max	lad_min
t1	30	20	30	20
t2	30	20	30	20
t3	30	20	30	20
t5	30	20	30	20
t6	30	20	30	20
t7	30	20	0	-Inf
t8	30	20	10	0
t9	30	20	30	20
t10	30	20	30	20
t11	30	20	30	20
t12	30	20	0	-Inf
t13	30	20	20	10
t14	30	20	10	0
t19	30	20	20	10
t21	10	0	0	-Inf
t23	30	20	30	20
t25	20	10	20	10
t26	10	0	0	-Inf
t30	30	20	30	20
t31	30	20	20	10
t32	30	20	30	20
t34	30	20	20	10
t35	30	20	30	20
t36	30	20	30	20
t38	10	0	0	-Inf
t39	10	0	0	-Inf
t40	30	20	30	20
t44	30	20	30	20
t45	30	20	30	20
t47	30	20	30	20
t48	20	10	20	10
t49	10	0	0	-Inf
t50	10	0	0	-Inf
t52	10	0	0	-Inf
t54	10	0	0	-Inf
t57	20	10	20	10
t58	30	20	20	10
t59	30	20	30	20
t60	30	20	30	20
t61	20	10	20	10
t62	30	20	30	20
t64	20	10	20	10
t67	10	0	0	-Inf
t68	10	0	0	-Inf
t69	10	0	0	-Inf
t70	10	0	0	-Inf
t72	10	0	0	-Inf
t73	10	0	0	-Inf
t75	10	0	0	-Inf
t76	20	10	20	10
t78	30	20	30	20
t84	10	0	0	-Inf
t85	10	0	0	-Inf
t88	30	20	30	20
t91	20	10	20	10
t93	30	20	30	20
t94	20	10	20	10
t96	10	0	0	-Inf
t98	10	0	0	-Inf
t99	10	0	0	-Inf
t102	10	0	0	-Inf
t103	10	0	0	-Inf
t105	10	0	0	-Inf
t107	10	0	0	-Inf
t109	10	0	0	-Inf
t115	30	20	10	0
t116	30	20	30	20
t119	20	10	20	10
t122	10	0	0	-Inf
t123	10	0	10	0
t127	10	0	0	-Inf
t132	20	10	20	10
t133	20	10	20	10
t135	20	10	10	0
t140	10	0	0	-Inf
t141	10	0	0	-Inf
t144	10	0	0	-Inf
t147	30	20	30	20
t150	20	10	20	10
t151	10	0	0	-Inf
t153	10	0	0	-Inf
t155	10	0	10	0
t156	10	0	0	-Inf
t160	10	0	0	-Inf
t164	10	0	0	-Inf
t165	10	0	0	-Inf
t166	10	0	0	-Inf
t167	10	0	0	-Inf
t169	10	0	0	-Inf
t171	10	0	0	-Inf
t172	10	0	0	-Inf
t173	10	0	0	-Inf
t174	10	0	0	-Inf
t176	10	0	0	-Inf
t177	10	0	0	-Inf
t179	10	0	0	-Inf
t181	10	0	0	-Inf
t182	10	0	0	-Inf
t184	10	0	10	0
t189	10	0	0	-Inf
t190	10	0	0	-Inf
t191	10	0	0	-Inf
t197	10	0	0	-Inf
