taxon	fad_max	fad_min	lad_max	lad_min
t1	30	20	0	-Inf
t2	30	20	0	-Inf
t5	10	0	10	0
t6	10	0	0	-Inf
t8	10	0	0	-Inf
t9	10	0	0	-Inf
t10	10	0	10	0
t11	10	0	0	-Inf
t12	10	0	0	-Inf
t13	10	0	0	-Inf
t14	30	20	30	20
t15	30	20	20	10
t19	10	0	0	-Inf
t21	10	0	10	0
t22	10	0	0	-Inf
t23	10	0	10	0
t24	20	10	20	10
t25	20	10	20	10
t27	10	0	0	-Inf
t28	10	0	0	-Inf
t30	10	0	0	-Inf
t32	10	0	0	-Inf
t33	10	0	0	-Inf
t34	10	0	0	-Inf
t36	10	0	0	-Inf
t37	10	0	0	-Inf
t42	20	10	10	0
t44	20	10	20	10
t45	20	10	20	10
t47	10	0	0	-Inf
t48	10	0	0	-Inf
t49	10	0	0	-Inf
t51	10	0	0	-Inf
t54	10	0	0	-Inf
t55	10	0	0	-Inf
t56	10	0	0	-Inf
t57	10	0	0	-Inf
t58	10	0	0	-Inf
t60	10	0	0	-Inf
t63	10	0	0	-Inf
t64	10	0	0	-Inf
t66	10	0	0	-Inf
t68	10	0	0	-Inf
t69	10	0	0	-Inf
t70	10	0	0	-Inf
t71	10	0	0	-Inf
t72	10	0	0	-Inf
t74	10	0	0	-Inf
t75	10	0	10	0
t76	10	0	0	-Inf
t79	10	0	0	-Inf
t80	10	0	0	-Inf
t84	10	0	0	-Inf
t85	10	0	0	-Inf
t86	20	10	20	10
t87	20	10	20	10
t93	10	0	0	-Inf
t99	10	0	0	-Inf
t102	10	0	0	-Inf
t104	10	0	0	-Inf
t105	10	0	0	-Inf
t108	10	0	0	-Inf
t117	10	0	0	-Inf
t120	10	0	0	-Inf
t128	10	0	0	-Inf
t131	10	0	0	-Inf
t132	10	0	0	-Inf
t138	10	0	0	-Inf
t142	10	0	0	-Inf
t143	10	0	0	-Inf
t144	10	0	0	-Inf
t149	10	0	0	-Inf
t154	10	0	0	-Inf
t158	10	0	0	-Inf
t160	10	0	0	-Inf
t161	10	0	0	-Inf
t162	10	0	0	-Inf
t165	10	0	0	-Inf
t168	10	0	0	-Inf
t171	10	0	0	-Inf
