taxon	fad_max	fad_min	lad_max	lad_min
t1	30	20	0	-Inf
t2	30	20	30	20
t3	30	20	10	0
t4	30	20	30	20
t5	30	20	30	20
t8	10	0	10	0
t10	30	20	30	20
t12	20	10	20	10
t13	10	0	10	0
t14	10	0	0	-Inf
t17	30	20	30	20
t18	10	0	10	0
t19	10	0	0	-Inf
t24	30	20	0	-Inf
t26	10	0	0	-Inf
t27	10	0	0	-Inf
t28	10	0	0	-Inf
t29	10	0	0	-Inf
t30	10	0	0	-Inf
t32	10	0	0	-Inf
t33	30	20	30	20
t34	10	0	0	-Inf
t36	10	0	0	-Inf
t39	20	10	20	10
t40	30	20	30	20
t41	10	0	0	-Inf
t43	10	0	0	-Inf
t44	10	0	0	-Inf
t45	10	0	0	-Inf
t46	10	0	0	-Inf
t47	10	0	0	-Inf
t49	10	0	0	-Inf
t50	10	0	10	0
t51	10	0	10	0
t52	10	0	0	-Inf
t53	10	0	0	-Inf
t56	10	0	0	-Inf
t60	10	0	0	-Inf
t61	10	0	10	0
t65	10	0	0	-Inf
t66	10	0	0	-Inf
t67	10	0	0	-Inf
t68	10	0	10	0
t69	10	0	0	-Inf
t71	10	0	0	-Inf
t72	10	0	0	-Inf
t74	10	0	10	0
t76	10	0	0	-Inf
t77	10	0	0	-Inf
t78	10	0	10	0
t79	10	0	0	-Inf
t80	10	0	0	-Inf
t83	10	0	0	-Inf
t85	10	0	0	-Inf
t87	10	0	0	-Inf
t88	10	0	0	-Inf
t89	10	0	0	-Inf
t92	10	0	10	0
t93	10	0	0	-Inf
t96	10	0	0	-Inf
t97	10	0	0	-Inf
t98	10	0	0	-Inf
t99	10	0	10	0
t100	10	0	0	-Inf
t101	10	0	0	-Inf
t104	10	0	0	-Inf
t105	10	0	0	-Inf
t106	10	0	0	-Inf
t107	10	0	0	-Inf
t114	10	0	0	-Inf
t115	10	0	10	0
t120	10	0	0	-Inf
t122	10	0	0	-Inf
t124	10	0	0	-Inf
t127	10	0	0	-Inf
t129	10	0	0	-Inf
t130	10	0	0	-Inf
t135	10	0	0	-Inf
t139	10	0	0	-Inf
t141	10	0	0	-Inf
t142	10	0	0	-Inf
t143	10	0	0	-Inf
t146	10	0	10	0
t150	10	0	0	-Inf
t151	10	0	0	-Inf
t154	10	0	10	0
t155	10	0	0	-Inf
t156	10	0	0	-Inf
t162	10	0	0	-Inf
t163	10	0	0	-Inf
t169	10	0	0	-Inf
t173	10	0	0	-Inf
t177	10	0	0	-Inf
t178	10	0	0	-Inf
t179	10	0	0	-Inf
t181	10	0	0	-Inf
t183	10	0	10	0
t190	10	0	10	0
t191	10	0	0	-Inf
t192	10	0	0	-Inf
t193	10	0	0	-Inf
t194	10	0	0	-Inf
t196	10	0	0	-Inf
t197	10	0	10	0
t199	10	0	0	-Inf
t201	10	0	0	-Inf
t202	10	0	0	-Inf
t204	10	0	0	-Inf
t205	10	0	10	0
t206	10	0	0	-Inf
t207	10	0	0	-Inf
t208	10	0	0	-Inf
t211	10	0	0	-Inf
t213	10	0	0	-Inf
t214	10	0	0	-Inf
t216	10	0	0	-Inf
t219	10	0	0	-Inf
t223	10	0	0	-Inf
t228	10	0	0	-Inf
t229	10	0	0	-Inf
t234	10	0	0	-Inf
t235	10	0	0	-Inf
t239	10	0	0	-Inf
t240	10	0	0	-Inf
t242	10	0	0	-Inf
t244	10	0	0	-Inf
t246	10	0	0	-Inf
t249	10	0	0	-Inf
t250	10	0	0	-Inf
t253	10	0	0	-Inf
t254	10	0	10	0
t256	10	0	0	-Inf
t257	10	0	0	-Inf
t259	10	0	0	-Inf
t260	10	0	0	-Inf
t266	10	0	0	-Inf
t272	10	0	0	-Inf
t280	10	0	0	-Inf
t283	10	0	0	-Inf
t285	10	0	0	-Inf
t286	10	0	0	-Inf
t289	10	0	0	-Inf
t291	10	0	0	-Inf
t296	10	0	0	-Inf
t297	10	0	0	-Inf
t298	10	0	0	-Inf
t299	10	0	0	-Inf
t300	10	0	0	-Inf
