taxon	fad	lad
t2	15.0214086039771	11.847511244597
t5	11.1958556235875	5.00479814444384
t6	9.57104903944089	2.40002850883178
t7	7.01360049814582	1.47508875943198
t8	6.27649851375403	0.189526775828778
t9	6.17221538531252	0.970329519864435
t10	6.05798512940574	0.546326540640596
t12	6.38646795105785	1.58267304972132
t13	1.49175905278866	1.49175905278866
t16	4.42043893221675	4.42043893221675
t17	2.83137807289632	2.62005046735682
t21	4.59096558183744	0.504336892236374
t22	4.4087602326577	4.39800572469136
t23	0.509636946563027	0.509636946563027
t24	1.15941423852896	0.334752115963948
t25	2.05512687114076	2.05512687114076
t27	1.42530881522766	1.42530881522766
t30	8.02590059531659	0.740062657674216
t31	8.34129280805575	2.45030856535573
t33	1.20610254535451	1.20610254535451
t35	3.34732660780334	0.242452950936208
t38	4.10484093990599	0.691460969328581
t41	0.737081476024745	0.737081476024745
t42	2.49762131713914	2.49762131713914
t45	0.368776703189649	0.368776703189649
t49	2.13240168014595	2.13240168014595
t50	3.84761789912069	1.86507073639913
t51	0.0173063214935816	0.0173063214935816
t54	2.59225915579292	2.59225915579292
t55	4.03142584644854	1.85157796839436
t56	0.640977237549251	0.640977237549251
t60	3.70032242762906	3.32908906171987
t62	1.19773707916671	1.19773707916671
t64	2.01335671873759	0.179192058003153
t68	0.853241716119538	0.853241716119538
t70	0.718815729372484	0.718815729372484
t71	1.68338420836246	1.68338420836246
t75	0.251049817814657	0.251049817814657
